top_feature1,top_feature2,top_feature3,features_used,rmse_train,rmse_valid
unique_id_monthly_sales_sum_lag1,monthly_sales_ma_3,month_cos,"shop_id, item_category_id, item_id, monthly_average_price, city_group, year, month_sin, month_cos, quarter_sin, quarter_cos, es_navidad, es_black_friday, monthly_sales_ma_3, monthly_sales_ma_6, monthly_sales_ma_9, monthly_sales_ma_12, monthly_sales_std_3, monthly_sales_std_6, monthly_sales_std_9, monthly_sales_std_12, unique_id_monthly_sales_sum_lag1, unique_id_monthly_sales_sum_lag2, unique_id_monthly_sales_sum_lag3, unique_id_monthly_average_price_sum_lag1, unique_id_monthly_average_price_sum_lag2, unique_id_monthly_average_price_sum_lag3, shop_id_unique_id_revenue_sum_lag1, shop_id_unique_id_revenue_sum_lag2, shop_id_unique_id_revenue_sum_lag3, shop_id_unique_id_monthly_sales_sum_lag1, shop_id_unique_id_monthly_sales_sum_lag2, shop_id_unique_id_monthly_sales_sum_lag3, shop_id_unique_id_monthly_average_price_sum_lag1, shop_id_unique_id_monthly_average_price_sum_lag2, shop_id_unique_id_monthly_average_price_sum_lag3, city_group_unique_id_monthly_sales_sum_lag1, city_group_unique_id_monthly_sales_sum_lag2, city_group_unique_id_monthly_sales_sum_lag3, item_category_id_unique_id_monthly_sales_sum_lag1, item_category_id_unique_id_monthly_sales_sum_lag2, item_category_id_unique_id_monthly_sales_sum_lag3, unique_id_monthly_sales_mean_lag1, unique_id_monthly_sales_mean_lag2, unique_id_monthly_sales_mean_lag3, unique_id_monthly_average_price_mean_lag1, unique_id_monthly_average_price_mean_lag2, unique_id_monthly_average_price_mean_lag3, shop_id_unique_id_revenue_mean_lag1, shop_id_unique_id_revenue_mean_lag2, shop_id_unique_id_revenue_mean_lag3, shop_id_unique_id_monthly_sales_mean_lag1, shop_id_unique_id_monthly_sales_mean_lag2, shop_id_unique_id_monthly_sales_mean_lag3, shop_id_unique_id_monthly_average_price_mean_lag1, shop_id_unique_id_monthly_average_price_mean_lag2, shop_id_unique_id_monthly_average_price_mean_lag3, city_group_unique_id_monthly_sales_mean_lag1, city_group_unique_id_monthly_sales_mean_lag2, city_group_unique_id_monthly_sales_mean_lag3, item_category_id_unique_id_monthly_sales_mean_lag1, item_category_id_unique_id_monthly_sales_mean_lag2, item_category_id_unique_id_monthly_sales_mean_lag3",2_562,2_863
